Time,Roll,Pitch,Yaw,ErrR,ErrP,ErrY,TrqX,TrqY,TrqZ,VelX,VelY,VelZ
9.300,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.304,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.308,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.312,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.317,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.321,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.325,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.329,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.333,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.338,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.342,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.346,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.350,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.354,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.358,-0.000,0.567,-0.379,45.002,2.805,21.733,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.363,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.367,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.371,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.375,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.379,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.383,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.387,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.392,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.396,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.400,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.404,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.408,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.412,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.417,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.421,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.425,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.429,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.433,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.438,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.442,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.446,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.450,-0.000,0.567,-0.379,45.002,2.805,21.734,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.454,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.458,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.463,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.467,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.471,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.475,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.479,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.483,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.488,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.492,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.496,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.500,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.504,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.508,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.512,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.517,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.521,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.525,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.529,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.533,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.537,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.542,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.546,-0.000,0.567,-0.379,45.002,2.805,21.735,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.550,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.554,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.558,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.562,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.567,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.571,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.575,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.579,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.583,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.588,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.592,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.596,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.600,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.604,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.608,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.613,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.617,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.621,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.625,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.629,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.633,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.637,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.642,-0.000,0.567,-0.379,45.002,2.805,21.736,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.646,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.650,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.654,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.658,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.662,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.667,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.671,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.675,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.679,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.683,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.688,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.692,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.696,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.700,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.704,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.708,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.713,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.717,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.721,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.725,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.729,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.733,-0.000,0.567,-0.379,45.002,2.805,21.737,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.738,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.742,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.746,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.750,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.754,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.758,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.762,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.767,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.771,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.775,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.779,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.783,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.787,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.792,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.796,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.800,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.804,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.808,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.812,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.817,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.821,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.825,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.829,-0.000,0.567,-0.379,45.002,2.805,21.738,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.833,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.838,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.842,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.846,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.850,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.854,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.858,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.863,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.867,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.871,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.875,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.879,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.883,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.887,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.892,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.896,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.900,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.904,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.908,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.912,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.917,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.921,-0.000,0.567,-0.379,45.002,2.805,21.739,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.925,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.929,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.933,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.938,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.942,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.946,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.950,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.954,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.958,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.963,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.967,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.971,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.975,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.979,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.983,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.988,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.992,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
9.996,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.000,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.004,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.008,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.012,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.017,-0.000,0.567,-0.379,45.002,2.805,21.740,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.021,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.025,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.029,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.033,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.037,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.042,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.046,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.050,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.054,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.058,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.062,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.067,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.071,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.075,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.079,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.083,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.088,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.092,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.096,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.100,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.104,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.108,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.113,-0.000,0.567,-0.379,45.002,2.805,21.741,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.117,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.121,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.125,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.129,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.133,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.137,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.142,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.146,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.150,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.154,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.158,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.162,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.167,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.171,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.175,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.179,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.183,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.188,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.192,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.196,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.200,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.204,-0.000,0.567,-0.379,45.002,2.805,21.742,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.208,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.213,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.217,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.221,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.225,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.229,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.233,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.238,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.242,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.246,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.250,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.254,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.258,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
10.262,-0.000,0.567,-0.379,45.002,2.805,21.743,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
