Time,Roll,Pitch,Yaw,ErrR,ErrP,ErrY,TrqX,TrqY,TrqZ,VelX,VelY,VelZ
0.375,-0.053,0.540,-0.427,48.059,4.308,24.484,-0.300,-0.300,-0.300,-498.704,-499.165,-499.004
0.379,-0.060,0.539,-0.431,48.450,4.406,24.685,-0.300,-0.300,-0.300,-498.706,-499.162,-499.004
0.383,-0.066,0.538,-0.434,48.783,4.438,24.855,-0.300,-0.288,-0.300,-498.708,-499.160,-499.005
0.388,-0.071,0.539,-0.436,49.060,4.406,24.997,-0.300,-0.019,-0.300,-498.709,-499.193,-499.003
0.392,-0.075,0.539,-0.438,49.286,4.379,25.113,-0.300,-0.038,-0.300,-498.698,-499.957,-498.950
0.396,-0.078,0.540,-0.440,49.460,4.350,25.203,-0.300,-0.034,-0.300,-498.699,-499.905,-498.953
0.400,-0.080,0.540,-0.441,49.583,4.322,25.266,-0.300,-0.033,-0.300,-498.699,-499.917,-498.953
0.404,-0.081,0.541,-0.442,49.654,4.294,25.303,-0.300,-0.031,-0.300,-498.700,-499.923,-498.952
0.408,-0.082,0.541,-0.442,49.674,4.266,25.313,-0.300,-0.030,-0.300,-498.700,-499.927,-498.952
0.412,-0.081,0.542,-0.442,49.643,4.237,25.297,-0.300,-0.030,-0.300,-498.699,-499.930,-498.952
0.417,-0.080,0.542,-0.441,49.561,4.210,25.254,-0.300,-0.030,-0.300,-498.699,-499.931,-498.952
0.421,-0.077,0.542,-0.440,49.427,4.182,25.185,-0.300,-0.031,-0.300,-498.699,-499.930,-498.952
0.425,-0.074,0.543,-0.438,49.240,4.155,25.089,-0.300,-0.032,-0.300,-498.698,-499.928,-498.953
0.429,-0.070,0.543,-0.436,49.002,4.129,24.966,-0.300,-0.034,-0.300,-498.697,-499.924,-498.954
0.433,-0.065,0.544,-0.433,48.711,4.103,24.815,-0.300,-0.036,-0.236,-498.697,-499.918,-498.955
0.438,-0.059,0.544,-0.430,48.374,4.080,24.641,-0.277,-0.045,-0.129,-498.710,-499.898,-499.193
0.442,-0.052,0.545,-0.427,47.998,4.060,24.446,-0.098,-0.057,-0.036,-498.813,-499.848,-499.597
0.446,-0.045,0.545,-0.423,47.560,4.039,24.219,0.174,-0.056,0.105,-499.436,-499.789,-499.986
0.450,-0.035,0.545,-0.418,47.028,4.018,23.943,0.300,-0.052,0.300,499.613,-499.759,499.424
0.454,-0.024,0.546,-0.413,46.390,3.962,23.669,0.300,0.096,0.300,499.297,-499.896,498.853
0.458,-0.010,0.547,-0.411,45.596,3.947,23.527,0.300,-0.072,-0.226,499.803,499.831,499.342
0.462,0.011,0.548,-0.404,44.384,3.864,23.131,0.300,0.211,0.300,500.000,-500.000,-500.000
0.467,0.015,0.544,-0.401,44.121,4.082,22.994,-0.300,-0.300,-0.230,495.467,500.000,499.791
0.471,0.018,0.542,-0.400,43.966,4.227,22.897,-0.300,-0.300,-0.300,-499.242,-499.182,-499.014
0.475,0.019,0.541,-0.398,43.913,4.291,22.816,-0.300,-0.300,-0.300,-499.274,-499.218,-498.821
0.479,0.018,0.541,-0.397,43.961,4.277,22.752,-0.300,-0.090,-0.300,-499.270,-499.212,-498.814
0.483,0.016,0.541,-0.397,44.100,4.257,22.738,-0.300,-0.065,-0.300,-499.137,-499.727,-498.684
0.487,0.012,0.541,-0.398,44.330,4.239,22.777,-0.300,-0.074,-0.300,-499.125,-499.789,-498.671
0.492,0.006,0.542,-0.400,44.646,4.234,22.895,-0.300,-0.124,-0.300,-499.053,-499.714,-498.580
0.496,0.004,0.541,-0.401,44.764,4.258,22.955,-0.300,-0.250,-0.300,-498.161,-499.448,-499.071
0.500,0.004,0.541,-0.401,44.783,4.242,22.965,-0.300,-0.083,-0.300,-498.573,-499.246,-499.061
0.504,0.003,0.542,-0.401,44.801,4.229,22.974,-0.300,-0.090,-0.300,-498.859,-499.725,-498.865
0.508,0.003,0.542,-0.401,44.817,4.215,22.983,-0.300,-0.089,-0.300,-498.859,-499.704,-498.866
0.512,0.003,0.542,-0.401,44.832,4.201,22.991,-0.300,-0.089,-0.300,-498.859,-499.709,-498.865
0.517,0.003,0.542,-0.401,44.846,4.187,22.998,-0.300,-0.089,-0.300,-498.859,-499.709,-498.865
0.521,0.002,0.543,-0.402,44.859,4.174,23.004,-0.300,-0.088,-0.300,-498.860,-499.710,-498.865
0.525,0.002,0.543,-0.402,44.870,4.160,23.011,-0.300,-0.088,-0.300,-498.860,-499.710,-498.865
0.529,0.002,0.543,-0.402,44.881,4.146,23.016,-0.300,-0.088,-0.300,-498.860,-499.711,-498.865
0.533,0.002,0.543,-0.402,44.891,4.133,23.021,-0.300,-0.088,-0.300,-498.860,-499.711,-498.864
0.537,0.002,0.544,-0.402,44.900,4.120,23.026,-0.300,-0.088,-0.300,-498.860,-499.712,-498.864
0.542,0.002,0.544,-0.402,44.909,4.106,23.031,-0.300,-0.088,-0.300,-498.861,-499.712,-498.864
0.546,0.001,0.544,-0.402,44.916,4.093,23.035,-0.300,-0.088,-0.300,-498.861,-499.713,-498.864
0.550,0.001,0.544,-0.402,44.923,4.080,23.038,-0.300,-0.088,-0.300,-498.861,-499.713,-498.864
0.554,0.001,0.544,-0.402,44.930,4.067,23.042,-0.300,-0.087,-0.300,-498.861,-499.714,-498.864
0.558,0.001,0.545,-0.402,44.936,4.054,23.045,-0.300,-0.087,-0.300,-498.861,-499.714,-498.864
0.562,0.001,0.545,-0.402,44.941,4.041,23.048,-0.300,-0.087,-0.300,-498.861,-499.715,-498.864
0.567,0.001,0.545,-0.402,44.946,4.029,23.050,-0.300,-0.087,-0.300,-498.861,-499.715,-498.864
0.571,0.001,0.545,-0.402,44.951,4.016,23.053,-0.300,-0.087,-0.300,-498.862,-499.716,-498.864
0.575,0.001,0.546,-0.402,44.955,4.003,23.055,-0.300,-0.087,-0.300,-498.862,-499.716,-498.863
0.579,0.001,0.546,-0.402,44.959,3.991,23.057,-0.300,-0.087,-0.300,-498.862,-499.716,-498.863
0.583,0.001,0.546,-0.402,44.963,3.978,23.059,-0.300,-0.087,-0.300,-498.862,-499.717,-498.863
0.588,0.001,0.546,-0.402,44.966,3.966,23.061,-0.300,-0.087,-0.300,-498.862,-499.717,-498.863
0.592,0.001,0.546,-0.403,44.969,3.954,23.062,-0.300,-0.087,-0.300,-498.862,-499.717,-498.863
0.596,0.000,0.547,-0.403,44.972,3.941,23.064,-0.300,-0.086,-0.300,-498.862,-499.718,-498.863
0.600,0.000,0.547,-0.403,44.974,3.929,23.065,-0.300,-0.086,-0.300,-498.862,-499.718,-498.863
0.604,0.000,0.547,-0.403,44.976,3.917,23.066,-0.300,-0.086,-0.300,-498.862,-499.719,-498.863
0.608,0.000,0.547,-0.403,44.979,3.905,23.067,-0.300,-0.086,-0.300,-498.862,-499.719,-498.863
0.613,0.000,0.548,-0.403,44.981,3.893,23.069,-0.300,-0.086,-0.300,-498.862,-499.719,-498.863
0.617,0.000,0.548,-0.403,44.982,3.882,23.070,-0.300,-0.086,-0.300,-498.862,-499.720,-498.863
0.621,0.000,0.548,-0.403,44.984,3.870,23.070,-0.300,-0.086,-0.300,-498.862,-499.720,-498.863
0.625,0.000,0.548,-0.403,44.986,3.858,23.071,-0.300,-0.086,-0.300,-498.862,-499.720,-498.863
0.629,0.000,0.548,-0.403,44.987,3.847,23.072,-0.300,-0.086,-0.300,-498.862,-499.721,-498.863
0.633,0.000,0.549,-0.403,44.988,3.835,23.073,-0.300,-0.086,-0.300,-498.862,-499.721,-498.863
0.637,0.000,0.549,-0.403,44.990,3.824,23.073,-0.300,-0.086,-0.300,-498.862,-499.721,-498.863
0.642,0.000,0.549,-0.403,44.991,3.812,23.074,-0.300,-0.085,-0.300,-498.862,-499.722,-498.863
0.646,0.000,0.549,-0.403,44.992,3.801,23.075,-0.300,-0.085,-0.300,-498.862,-499.722,-498.863
0.650,0.000,0.549,-0.403,44.993,3.790,23.075,-0.300,-0.085,-0.300,-498.862,-499.722,-498.863
0.654,0.000,0.550,-0.403,44.994,3.779,23.076,-0.300,-0.085,-0.300,-498.862,-499.723,-498.863
0.658,0.000,0.550,-0.403,44.994,3.768,23.076,-0.300,-0.085,-0.300,-498.862,-499.723,-498.863
0.662,0.000,0.550,-0.403,44.995,3.757,23.077,-0.300,-0.085,-0.300,-498.862,-499.723,-498.863
0.667,0.000,0.550,-0.403,44.996,3.746,23.077,-0.300,-0.085,-0.300,-498.862,-499.724,-498.863
0.671,0.000,0.550,-0.403,44.996,3.735,23.077,-0.300,-0.085,-0.300,-498.862,-499.724,-498.863
0.675,0.000,0.550,-0.403,44.997,3.724,23.078,-0.300,-0.085,-0.300,-498.862,-499.724,-498.863
0.679,0.000,0.551,-0.403,44.998,3.713,23.078,-0.300,-0.085,-0.300,-498.862,-499.724,-498.863
0.683,0.000,0.551,-0.403,44.998,3.703,23.078,-0.300,-0.085,-0.300,-498.862,-499.725,-498.863
0.688,0.000,0.551,-0.403,44.998,3.692,23.079,-0.300,-0.085,-0.300,-498.862,-499.725,-498.863
0.692,0.000,0.551,-0.403,44.999,3.682,23.079,-0.300,-0.085,-0.300,-498.862,-499.725,-498.863
0.696,0.000,0.551,-0.403,44.999,3.671,23.079,-0.300,-0.084,-0.300,-498.862,-499.726,-498.863
0.700,0.000,0.552,-0.403,45.000,3.661,23.079,-0.300,-0.084,-0.300,-498.862,-499.726,-498.863
0.704,0.000,0.552,-0.403,45.000,3.651,23.079,-0.300,-0.084,-0.300,-498.862,-499.726,-498.863
0.708,-0.000,0.552,-0.403,45.000,3.640,23.080,-0.300,-0.084,-0.300,-498.862,-499.727,-498.863
0.713,-0.000,0.552,-0.403,45.000,3.630,23.080,-0.300,-0.084,-0.300,-498.862,-499.727,-498.863
0.717,-0.000,0.552,-0.403,45.001,3.620,23.080,-0.300,-0.084,-0.300,-498.862,-499.727,-498.863
0.721,-0.000,0.552,-0.403,45.001,3.610,23.080,-0.300,-0.084,-0.300,-498.862,-499.727,-498.863
0.725,-0.000,0.553,-0.403,45.001,3.600,23.080,-0.300,-0.084,-0.300,-498.862,-499.728,-498.863
0.729,-0.000,0.553,-0.403,45.001,3.590,23.080,-0.300,-0.084,-0.300,-498.862,-499.728,-498.863
0.733,-0.000,0.553,-0.403,45.002,3.580,23.081,-0.300,-0.084,-0.300,-498.862,-499.728,-498.863
0.738,-0.000,0.553,-0.403,45.002,3.571,23.081,-0.300,-0.084,-0.300,-498.862,-499.728,-498.863
0.742,-0.000,0.553,-0.403,45.002,3.561,23.081,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
0.746,-0.000,0.553,-0.403,45.002,3.552,23.081,-0.300,-0.087,-0.300,-498.862,-499.725,-498.863
0.750,-0.000,0.554,-0.403,45.002,3.543,23.081,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
0.754,-0.000,0.554,-0.403,45.002,3.535,23.081,-0.300,-0.087,-0.300,-498.862,-499.718,-498.863
0.758,-0.000,0.554,-0.403,45.002,3.526,23.081,-0.300,-0.087,-0.300,-498.863,-499.718,-498.863
0.762,-0.000,0.554,-0.403,45.002,3.517,23.081,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
0.767,-0.000,0.554,-0.403,45.002,3.509,23.081,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
0.771,-0.000,0.554,-0.403,45.001,3.500,23.081,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.775,-0.000,0.555,-0.403,45.001,3.491,23.081,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.779,-0.000,0.555,-0.403,45.001,3.483,23.081,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.783,-0.000,0.555,-0.403,45.001,3.475,23.081,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.787,-0.000,0.555,-0.403,45.001,3.466,23.081,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.792,-0.000,0.555,-0.403,45.001,3.458,23.081,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
0.796,-0.000,0.555,-0.403,45.001,3.450,23.081,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
0.800,-0.000,0.555,-0.403,45.001,3.442,23.081,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
0.804,-0.000,0.556,-0.403,45.001,3.434,23.081,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
0.808,-0.000,0.556,-0.403,45.001,3.425,23.081,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
0.812,-0.000,0.556,-0.403,45.001,3.417,23.081,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
0.817,-0.000,0.556,-0.403,45.001,3.410,23.081,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
0.821,-0.000,0.556,-0.403,45.001,3.402,23.081,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
0.825,-0.000,0.556,-0.403,45.000,3.394,23.081,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
0.829,-0.000,0.556,-0.403,45.000,3.386,23.081,-0.300,-0.086,-0.300,-498.863,-499.722,-498.863
0.833,-0.000,0.557,-0.403,45.000,3.378,23.081,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
0.838,-0.000,0.557,-0.403,45.000,3.371,23.081,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
0.842,-0.000,0.557,-0.403,45.000,3.363,23.081,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
0.846,-0.000,0.557,-0.403,45.000,3.355,23.081,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
0.850,-0.000,0.557,-0.403,45.000,3.348,23.081,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
0.854,0.000,0.557,-0.403,45.000,3.340,23.081,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
0.858,-0.000,0.557,-0.403,45.000,3.334,23.081,-0.300,-0.088,-0.300,-498.864,-499.720,-498.862
0.862,-0.000,0.557,-0.403,45.000,3.327,23.081,-0.300,-0.087,-0.300,-498.863,-499.712,-498.863
0.867,-0.000,0.558,-0.403,45.001,3.320,23.082,-0.300,-0.087,-0.300,-498.863,-499.714,-498.863
0.871,-0.000,0.558,-0.403,45.001,3.313,23.082,-0.300,-0.087,-0.300,-498.863,-499.714,-498.863
0.875,-0.000,0.558,-0.403,45.001,3.307,23.082,-0.300,-0.087,-0.300,-498.863,-499.714,-498.863
0.879,-0.000,0.558,-0.403,45.001,3.300,23.082,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
0.883,-0.000,0.558,-0.403,45.002,3.293,23.082,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
0.887,-0.000,0.558,-0.403,45.002,3.287,23.082,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
0.892,-0.000,0.558,-0.403,45.002,3.280,23.082,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
0.896,-0.000,0.558,-0.403,45.002,3.274,23.083,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
0.900,-0.000,0.558,-0.403,45.002,3.267,23.083,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
0.904,-0.000,0.559,-0.403,45.002,3.261,23.083,-0.300,-0.087,-0.300,-498.862,-499.716,-498.863
0.908,-0.000,0.559,-0.403,45.002,3.255,23.083,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
0.912,-0.000,0.559,-0.403,45.002,3.248,23.083,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
0.917,-0.000,0.559,-0.403,45.002,3.242,23.083,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
0.921,-0.000,0.559,-0.403,45.002,3.236,23.083,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
0.925,-0.000,0.559,-0.403,45.002,3.230,23.083,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
0.929,-0.000,0.559,-0.403,45.002,3.223,23.083,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
0.933,-0.000,0.559,-0.403,45.002,3.217,23.083,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
0.938,-0.000,0.559,-0.403,45.002,3.211,23.083,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
0.942,-0.000,0.560,-0.403,45.002,3.205,23.083,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
0.946,-0.000,0.560,-0.403,45.002,3.199,23.083,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
0.950,-0.000,0.560,-0.403,45.002,3.193,23.083,-0.300,-0.087,-0.300,-498.863,-499.718,-498.863
0.954,-0.000,0.560,-0.403,45.002,3.188,23.083,-0.300,-0.087,-0.300,-498.863,-499.718,-498.863
0.958,-0.000,0.560,-0.403,45.002,3.182,23.083,-0.300,-0.087,-0.300,-498.863,-499.718,-498.863
0.963,-0.000,0.560,-0.403,45.002,3.176,23.083,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
0.967,-0.000,0.560,-0.403,45.002,3.170,23.083,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
0.971,-0.000,0.560,-0.403,45.002,3.164,23.083,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
0.975,-0.000,0.560,-0.403,45.002,3.159,23.083,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
0.979,-0.000,0.560,-0.403,45.002,3.153,23.083,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.983,-0.000,0.561,-0.403,45.002,3.147,23.083,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.987,-0.000,0.561,-0.403,45.002,3.142,23.084,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.992,-0.000,0.561,-0.403,45.002,3.136,23.084,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
0.996,-0.000,0.561,-0.403,45.002,3.131,23.084,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.000,-0.000,0.561,-0.403,45.002,3.125,23.084,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.004,-0.000,0.561,-0.403,45.002,3.120,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.008,-0.000,0.561,-0.403,45.002,3.114,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.012,-0.000,0.561,-0.403,45.002,3.109,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.017,-0.000,0.561,-0.403,45.002,3.104,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.021,-0.000,0.561,-0.403,45.002,3.098,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.025,-0.000,0.561,-0.403,45.002,3.093,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.029,-0.000,0.562,-0.403,45.002,3.088,23.084,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.033,-0.000,0.562,-0.403,45.002,3.083,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.038,-0.000,0.562,-0.403,45.002,3.078,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.042,-0.000,0.562,-0.403,45.002,3.072,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.046,-0.000,0.562,-0.403,45.002,3.067,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.050,-0.000,0.562,-0.403,45.002,3.062,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.054,-0.000,0.562,-0.403,45.002,3.057,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.058,-0.000,0.562,-0.403,45.002,3.052,23.084,-0.300,-0.086,-0.300,-498.863,-499.721,-498.863
1.062,-0.000,0.562,-0.403,45.002,3.047,23.084,-0.300,-0.086,-0.300,-498.863,-499.722,-498.863
1.067,-0.000,0.562,-0.403,45.002,3.042,23.084,-0.300,-0.086,-0.300,-498.863,-499.722,-498.863
1.071,-0.000,0.562,-0.403,45.002,3.037,23.084,-0.300,-0.086,-0.300,-498.863,-499.722,-498.863
1.075,-0.000,0.563,-0.403,45.002,3.033,23.084,-0.300,-0.086,-0.300,-498.863,-499.722,-498.863
1.079,-0.000,0.563,-0.403,45.002,3.028,23.084,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
1.083,-0.000,0.563,-0.403,45.002,3.023,23.085,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
1.087,-0.000,0.563,-0.403,45.002,3.018,23.085,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
1.092,-0.000,0.563,-0.403,45.002,3.013,23.085,-0.300,-0.085,-0.300,-498.863,-499.722,-498.863
1.096,-0.000,0.563,-0.403,45.002,3.009,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.100,-0.000,0.563,-0.403,45.002,3.004,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.104,-0.000,0.563,-0.403,45.002,2.999,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.108,-0.000,0.563,-0.403,45.002,2.995,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.113,-0.000,0.563,-0.403,45.002,2.990,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.117,-0.000,0.563,-0.403,45.002,2.986,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.121,-0.000,0.563,-0.403,45.002,2.981,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.125,-0.000,0.564,-0.403,45.002,2.977,23.085,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.129,-0.000,0.564,-0.403,45.002,2.972,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.133,-0.000,0.564,-0.403,45.002,2.968,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.137,-0.000,0.564,-0.403,45.002,2.963,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.142,-0.000,0.564,-0.403,45.002,2.959,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.146,-0.000,0.564,-0.403,45.002,2.955,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.150,-0.000,0.564,-0.403,45.002,2.950,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.154,-0.000,0.564,-0.403,45.002,2.946,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.158,-0.000,0.564,-0.403,45.002,2.942,23.085,-0.300,-0.085,-0.300,-498.863,-499.724,-498.863
1.163,-0.000,0.564,-0.403,45.002,2.938,23.085,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.167,-0.000,0.564,-0.403,45.002,2.933,23.085,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.171,-0.000,0.564,-0.403,45.002,2.929,23.085,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.175,-0.000,0.564,-0.403,45.002,2.925,23.085,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.179,-0.000,0.564,-0.403,45.002,2.921,23.086,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.183,-0.000,0.565,-0.403,45.002,2.917,23.086,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.188,-0.000,0.565,-0.403,45.002,2.913,23.086,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.192,-0.000,0.565,-0.403,45.002,2.909,23.086,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.196,-0.000,0.565,-0.403,45.002,2.905,23.086,-0.300,-0.085,-0.300,-498.863,-499.725,-498.863
1.200,-0.000,0.565,-0.403,45.002,2.901,23.086,-0.300,-0.085,-0.300,-498.863,-499.726,-498.863
1.204,-0.000,0.565,-0.403,45.002,2.897,23.086,-0.300,-0.085,-0.300,-498.863,-499.726,-498.863
1.208,-0.000,0.565,-0.403,45.002,2.893,23.086,-0.300,-0.085,-0.300,-498.863,-499.726,-498.863
1.212,-0.000,0.565,-0.403,45.002,2.889,23.086,-0.300,-0.085,-0.300,-498.863,-499.726,-498.863
1.217,-0.000,0.565,-0.403,45.002,2.885,23.086,-0.300,-0.084,-0.300,-498.863,-499.726,-498.863
1.221,-0.000,0.565,-0.403,45.002,2.881,23.086,-0.300,-0.084,-0.300,-498.863,-499.726,-498.863
1.225,-0.000,0.565,-0.403,45.002,2.878,23.086,-0.300,-0.084,-0.300,-498.863,-499.726,-498.863
1.229,-0.000,0.565,-0.403,45.002,2.874,23.086,-0.300,-0.084,-0.300,-498.863,-499.726,-498.863
1.233,-0.000,0.565,-0.403,45.002,2.870,23.086,-0.300,-0.084,-0.300,-498.863,-499.726,-498.863
1.238,-0.000,0.565,-0.403,45.002,2.866,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.242,-0.000,0.566,-0.403,45.002,2.863,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.246,-0.000,0.566,-0.403,45.002,2.859,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.250,-0.000,0.566,-0.403,45.002,2.855,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.254,-0.000,0.566,-0.403,45.002,2.852,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.258,-0.000,0.566,-0.403,45.002,2.848,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.262,-0.000,0.566,-0.403,45.002,2.844,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.267,-0.000,0.566,-0.403,45.002,2.841,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.271,-0.000,0.566,-0.403,45.002,2.837,23.086,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.275,-0.000,0.566,-0.403,45.002,2.834,23.087,-0.300,-0.084,-0.300,-498.863,-499.727,-498.863
1.279,-0.000,0.566,-0.403,45.002,2.830,23.087,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
1.283,-0.000,0.566,-0.403,45.002,2.827,23.087,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
1.288,-0.000,0.566,-0.403,45.002,2.823,23.087,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
1.292,-0.000,0.566,-0.403,45.002,2.820,23.087,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
1.296,-0.000,0.566,-0.403,45.002,2.816,23.087,-0.300,-0.084,-0.300,-498.863,-499.728,-498.863
1.300,-0.000,0.566,-0.403,45.002,2.813,23.087,-0.300,-0.084,-0.300,-498.863,-499.728,-498.862
1.304,-0.000,0.566,-0.403,45.002,2.810,23.087,-0.300,-0.084,-0.300,-498.862,-499.728,-498.862
1.308,-0.000,0.567,-0.403,45.002,2.806,23.087,-0.300,-0.084,-0.300,-498.862,-499.728,-498.862
1.312,-0.000,0.567,-0.403,45.002,2.803,23.087,-0.300,-0.084,-0.300,-498.862,-499.728,-498.862
1.317,-0.000,0.567,-0.403,45.002,2.800,23.087,-0.300,-0.084,-0.300,-498.862,-499.728,-498.862
1.321,-0.000,0.567,-0.403,45.002,2.796,23.087,-0.300,-0.084,-0.300,-498.862,-499.728,-498.862
1.325,-0.000,0.567,-0.403,45.002,2.793,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.329,-0.000,0.567,-0.403,45.002,2.790,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.333,-0.000,0.567,-0.403,45.002,2.787,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.337,-0.000,0.567,-0.403,45.002,2.783,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
1.342,-0.000,0.567,-0.403,45.002,2.780,23.087,-0.300,-0.084,-0.300,-498.862,-499.729,-498.862
